what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350521212993
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350521214239
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350521219699
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350521286951
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350521287809
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1350521296904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350521296935
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350521303219
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350521303999
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350521307166
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350521329333
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350521331268
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350521505145
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350521507361
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350521603410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350521703437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350521708960
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350521929622
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350521936533
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350521937625
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1350522244110
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1350522244921
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1350522246294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350522246325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350522287427
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350522288051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350522290438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350522301427
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1350522347937
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1350522348592
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350523029861
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350523822479
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1350523834913
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.toggleOverwrite",1350523847018
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1350523848188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350523848219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350523974789
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350523975257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350523986115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350524309408
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1350524311171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350524311187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350524316083
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350524316286
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350524319204
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1350524356722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350524359811
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350524822320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350524829449
started,bundle,org.eclipse.dltk.core.manipulation,3.0.0.v20110609-1525,"org.eclipse.dltk.core.manipulation",1350524830510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350524830573
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1350524830588
